genre;songno;tags
"blues"; 1110; "pop, blues, indie, singersongwriter, "
"blues"; 1115; "rock, improvisation, blues, "
"blues"; 1116; "jazz, blues, soundtrack, "
"blues"; 1120; "hiphop, blues, christianrap, "
"blues"; 1121; "funk, soul, blues, disco, "
"blues"; 1122; "blues, breakbeat, country, "
"blues"; 1129; "rock, blues, hardrock, "
"blues"; 1132; "jazz, lounge, blues, downtempo, "
"blues"; 1136; "folk, blues, pop, "
"blues"; 1138; "rock, blues, singersongwriter, world, "
"blues"; 1141; "60s, rock, blues, "
"blues"; 1143; "pop, rock, blues, "
"blues"; 1144; "funk, blues, soul, disco, "
"blues"; 1145; "newage, blues, country, ska, "
"blues"; 1149; "pop, rock, blues, "
"blues"; 1153; "rock, blues, "
"blues"; 1155; "funk, soul, rock, blues, "
"blues"; 1156; "blues, rock, "
"blues"; 1159; "pop, world, blues, "
"blues"; 1160; "rock, blues, "
"blues"; 1161; "blues, rock, lounge, "
"blues"; 1164; "rap, hiphop, blues, "
"blues"; 1166; "rock, blues, soul, "
"blues"; 1167; "rock, blues, "
"blues"; 1169; "funk, soul, disco, blues, "
"blues"; 1170; "blues, world, pop, chanson, "
"blues"; 1174; "hiphop, rap, rhythmandblues, blues, "
"blues"; 1175; "rock, jazz, blues, "
"blues"; 1179; "rock, punk, blues, "
"blues"; 1180; "metal, rock, blues, "
"blues"; 1181; "rock, blues, "
"blues"; 1183; "pop, blues, soul, "
"blues"; 1186; "rock, blues, country, "
"blues"; 1187; "pop, jazz, blues, "
"blues"; 1193; "pop, blues, chanson, "
"blues"; 1195; "funk, blues, poprock, downtempo, "
"blues"; 1196; "rock, blues, celtic, "
"blues"; 1197; "downtempo, jazz, blues, funk, "
"blues"; 1198; "rock, blues, "
"blues"; 1199; "blues, rock, poprock, alternative, "
"blues"; 1200; "techno, disco, dance, blues, "
"blues"; 1206; "hiphop, rap, blues, "
"blues"; 1207; "jazz, folk, blues, "
"blues"; 1211; "rock, rocknroll, blues, "
"blues"; 1213; "rock, blues, hardrock, alternativerock, "
"blues"; 1214; "blues, hardrock, classicrock, pop, "
"blues"; 1217; "funk, blues, soul, disco, "
"blues"; 1221; "folk, blues, country, easylistening, "
"blues"; 1222; "blues, rock, alternative, "
"blues"; 1226; "blues, pop, electronic, "
"blues"; 1229; "blues, rock, pop, "
"blues"; 1236; "rock, blues, poprock, "
"blues"; 1237; "jazz, blues, jazzfunk, "
"blues"; 1243; "rock, blues, "
"blues"; 1244; "rock, country, blues, poprock, "
"blues"; 1245; "blues, funk, rock, soul, "
"blues"; 1250; "rock, rocknroll, blues, singersongwriter, "
"blues"; 1251; "world, blues, singersongwriter, country, "
"blues"; 1252; "downtempo, pop, rock, blues, "
"blues"; 1253; "funk, blues, soul, disco, "
"blues"; 1257; "experimental, jazz, improvisation, blues, "
"blues"; 1259; "jazz, folk, blues, "
"blues"; 1260; "rock, blues, "
"blues"; 1263; "jazz, blues, "
"blues"; 1264; "pop, poprock, blues, experimental, "
"blues"; 1265; "country, blues, "
"blues"; 1269; "funk, soul, disco, blues, "
"blues"; 1270; "blues, rock, "
"blues"; 1272; "rock, pop, blues, funk, "
"blues"; 1275; "blues, pop, "
"blues"; 1276; "techno, electronic, blues, rock, "
"blues"; 1279; "rock, blues, singersongwriter, "
"classical"; 1; "easylistening, classical, ambient, pop, "
"classical"; 15; "jazz, soul, classical, souljazz, "
"classical"; 36; "hiphop, soul, classical, "
"classical"; 47; "jazz, improvisation, classical, newage, "
"classical"; 54; "pop, classical, glam, "
"classical"; 82; "classical, pop, orchestral, "
"classical"; 105; "jazz, classical, improvisation, "
"classical"; 122; "rock, tango, classical, "
"classical"; 139; "jazz, classical, "
"classical"; 151; "jazz, funk, fusion, classical, "
"classical"; 153; "rock, electronic, classical, "
"classical"; 170; "rock, classical, "
"classical"; 174; "rock, orchestral, avantgarde, classical, "
"classical"; 195; "classical, rock, "
"classical"; 209; "experimental, jazz, ambient, classical, "
"classical"; 212; "jazz, avantgarde, classical, "
"classical"; 219; "pop, ambient, classical, "
"classical"; 248; "pop, rock, classical, "
"classical"; 256; "classical, jazz, "
"classical"; 257; "classical, rock, orchestral, "
"classical"; 265; "rock, soundtrack, classical, "
"classical"; 273; "classical, rock, techno, "
"classical"; 275; "metal, industrial, classical, "
"classical"; 280; "pop, poprock, classical, "
"classical"; 352; "classical, pop, orchestral, "
"classical"; 373; "jazz, blues, classical, "
"classical"; 390; "rock, classical, soundtrack, "
"classical"; 399; "disco, dance, classical, "
"classical"; 402; "metal, world, classical, rock, "
"classical"; 407; "jazz, classical, march, "
"classical"; 409; "newage, classical, jazz, "
"classical"; 417; "pop, classical, "
"classical"; 430; "classical, jazz, medieval, "
"classical"; 469; "classical, jazz, "
"classical"; 474; "classical, jazz, experimental, "
"classical"; 478; "classical, jazz, improvisation, "
"classical"; 502; "classical, rock, postrock, progressive, "
"classical"; 533; "jazz, folk, classical, "
"classical"; 534; "pop, jazzfusion, classical, "
"classical"; 555; "pop, soundtrack, classical, "
"classical"; 567; "classical, folk, country, "
"classical"; 572; "rock, ambient, classical, "
"classical"; 603; "rock, 80s, alternative, classical, "
"classical"; 612; "experimental, soundtrack, classical, jazz, "
"classical"; 625; "hiphop, electronic, classical, "
"classical"; 654; "metal, classical, hardrock, "
"classical"; 668; "jazz, ambient, classical, "
"classical"; 675; "pop, world, classical, "
"classical"; 684; "rock, experimental, classical, pop, "
"classical"; 685; "jazz, improvisation, classical, "
"classical"; 687; "classical, rock, folk, celtic, "
"classical"; 712; "electronic, hiphop, industrial, classical, "
"country"; 3; "folk, country, pop, singersongwriter, "
"country"; 5; "country, pop, blues, popfolk, "
"country"; 6; "pop, rock, alternativerock, country, "
"country"; 9; "country, classical, "
"country"; 11; "chillout, country, classical, "
"country"; 12; "rock, country, "
"country"; 13; "pop, country, "
"country"; 15; "blues, jazz, country, rock, "
"country"; 16; "pop, country, singersongwriter, folk, "
"country"; 17; "90s, rock, country, "
"country"; 19; "folk, country, indie, pop, "
"country"; 20; "country, blues, funk, rocknroll, "
